text,score
"""The Dresser"" is perhaps the most refined of backstage films. The film is brimming with wit and spirit, for the most part provided by the ""energetic"" character of Norman (Tom Courtenay). Although his character is clearly gay, and certainly has an attraction for the lead performer (Albert Finney) that he assists, the film never dwells on it or makes it more than it is.<br /><br />The gritty style of Peter Yates that worked so well in ""Bullitt"" is again on display, and gives the film a sense of realism and coherence. This is much appreciated in a story that could so easily have become tedious. In the end, ""The Dresser"" will bore many people silly, but it will truly be a delight to those who love British cinema.<br /><br />7.7 out of 10",1
"Well, Anne is way way too old. Wentworth looks younger than she and he should not. Louisa is much too young and too cheerful Oh sister Mary is way too pretty. She is supposed to be average, not pretty. When this actress complains the way Mary should all I think is that she is too pretty to be a complainer. Lady Russell is too Old. This is crazy. If you read the novel, she is Anne's older more mature friend, maybe as old as Annes mother would be which would be around 18-20 years older than Anne- so around 50 NOT 70! Its crazy, doesn't fit. How come Anne is so darn happy in the beginning? She smiles when she says ""oh the worst is over, I've seen him now the worst has passed"" yeah right. OK if anyone has seen the 1995 Roger Michell version than you cant compare these two. That one is right on. This one is way off. Read the novel and you'll know what I mean.",0
"Rather nasty piece of business featuring Bela Lugosi as a mad scientist (with yes, a Renfield-like assistant and his mother, a dwarf and yes, the scientist's wife (sounds like a Greenaway movie actually lol). Lugosi gives his wife injections from dead brides (why them? Who knows?) so that his wife can keep looking beautiful. He gets the brides after doing a pretty clever trick with some orchids that makes the brides collapse at the altar. After another bride bites the dust, a newspaper reporter just HAPPENS to be around for the scoop, and decides to snoop around for a story. She gets all sorts of clues about the orchids and Lugosi. Heaven knows where the police were. Soon she's off to Bela's lair, when she meets a sort of strange looking doctor who may or may not be eeeevil. It all cumulates in a totally far-fetched plan to have a fake wedding to capture the mad scientist, but it seems that the scientist has x-ray vision, as he foils her plans, Oh no! What will happen? I actually liked this movie as a bit of a guilty pleasure. Lugosi is great here, his hangers-on are all very very strange, the story is actually quite nasty in some places which makes it all most watchable. A fun little view.",1
"I saw this movie twice through a pentecostal church my family attended in Nanaimo BC in the 1970's. I was of the tender age of 6, my brother 4, then again when I was 8 my brother 6. This movie terrified my brother and I and shaped how we viewed the world with distrust. It wasn't just the movie, but it was also the philosophy that engulfs so many ""christians"" about the ""mark of the beast""and the rapture. This movie, the church, and a volatile neglectful upbringing, lead to severe paranoia towards the future. For years, I lived under the delusional affects of the church and fear of being forgotten by Christ. I am now 40 years old. Went through years of counseling. I once explained to a psychiatrist this movie and the belief system of the church and family. I was pegged with a delusional disorder. I actually began to believe this, it was my brother who reminded me, that this cultic philosophy actually happened. I no longer fear the future, I have come to terms with the fear injected into it's members by the church. I have taken this experience to fulfill a purpose, I am nearing my licensure as a Psychologist specializing in childhood trauma.",0
"This game is amazing. Really, you should get it if you don't have it. Although it is ancient now it was amazing when it came out. I believe that this game will always be a classic. It's just as good a Super Mario World or so. When I was young, my friend and I would sit and play this game for hours trying to beat it which we eventually did. It's not nearly as advanced as Super Mario Galaxy, but if you are a fellow Mario fan it is essential. It's fun entertaining and challenging. Everything you could want out of a fantasy game except for good graphics, (well it did come out in 1996.) ROCK ON 4EVA MARIO LUIGI AND YOSHI!!! Nintendo is the best!",1
"Honestly, I was expecting to HATE this one, and really only checked it out because Jenna Jameson is in it...but I have to say I got a kick out of EVIL BREED. A group of college kids and their teacher go on a ""field trip"" to Ireland. Their lodgings are located near the woods where it is rumored that strange things happen and tourists often disappear without a trace. The group of post-teens is warned by the property's caretaker not to venture into the woods - but being the stupid B-movie characters that they are - of course they pay no attention and pay for their mistake one-by-one... First off, there is plenty wrong with EVIL BREED. The acting/dialog is pretty weak, and my major gripe is that a film that has Jenna Jameson, Chasey Lain, Ginger Lynn, and Taylor Hayes should have FAR more gratuitous nudity than was on display here - and Jenna's role in this production is grossly over-hyped, as she has a combined total of about 2 minutes of screen time. Even less with Chasey, and Ginger Lynn shows no skin and has the worst Irish accent ever. Also the last scene of the film makes absolutely no sense and feels like it's thrown in just to end the film. Those gripes aside - there is some good stuff as well. Richard Greico and Chasey Lain are both dispatched early on, with Greico's nude torso ending up on a roasting spit and Chasey's guts hanging out from being torn in half (though how she ends up this way isn't shown on-screen)...not bad for the first 5 minutes. The other kill scenes are pretty inventive, including Jenna's forced breast implant removal, a guy getting his colon pulled out through his ass, a knife through the face, and a few other notables. The implant and colon scenes also have uncut versions that are on the special features and it's a shame the producers made them chop 'em, so to speak. Also the film moves along at a pretty good clip once it gets moving so you don't really have too much time to be bored. The ""creature"" FX are also done competently which definitely helps. Overall, EVIL BREED was not NEARLY as bad as I expected. This one, along with SATAN'S LITTLE HELPER have ALMOST renewed my interest in American low-budget straight-to-video films. I usually steer clear of them as a whole, but these two have been decent enough to give me some faith. EVIL BREED is no masterpiece, but it is a decent way to blow 90 minutes - might not hurt to suck on a bottle of cheap bourbon while you're at it - I know I was, and I'm sure it didn't hurt the experience. 7.5/10",1
"The only show I have watched since 90210! Why did they discontinue it? It was the only show that captured the essence of Hawaii and made you feel like you are a part of it all! The least they should do is release it on DVD! <br /><br />I checked out similar shows, but nothing has come close. The cast had incredible chemistry and I looked forward to each episode with much anticipation. <br /><br />They made a big mistake by pulling that show. If anyone has any info regarding where I can obtain a DVD of North Shore please post a few lines here. Thanks! Aloha!",1
"Well, i rented this movie and found out it realllllllly sucks. It is about that family with the stepmother and the same stupid fights in the family,then the cool son comes with his stupid camera and he likes to take a photo to damaged building and weird things and weird movie ,and then he asks his father to take him to a side trip and simply agrees, etc etc etc..... They go to that town which no one know it exists (blah blah blah) And the most annoying thing is that the movie ends and yet you don't understand what is THAT MOVIE!!!!I have seen many mystery movies but that was the worst, Honestly it doesn't have a description at all and i wish i didn't see it.",0
"But certainly a serious contender for one of the worst 10 of all time.<br /><br />I got this DVD cheap, with Sandra Bullock as headliner on the case. This is false advertising - she's on-screen for almost 10 minutes of the movie.<br /><br />On the other hand, there was no other selling point for this movie - the dialog was horrible, the editing was apparently done by someone who was strung out on Quaaludes, the directing was ... well, let's just say that my 14-yo daughter could do better, but I hope she never sees such faint praise from me. It's possible that the family cat could have done better.<br /><br />Sandra does a creditable job for a first film, in the short time she's on-screen - and that's the only redeeming quality of this film. Stupid story, poorly written, and transferred to film as only a 7th-grade Media class should be able to do.<br /><br />In short, this is dreck.",0
"This has got to be one of the worst fillums I've ever seen and I've seen a few. It is slow, boring, amateurish - not even consistent within its own simplistic reading of the plot. The actors do not act. I can't blame them - they have been given a script of such utter banality all they can do is trudge through it with a pain behind their eyes which has nothing to do with the evil goings on in SummersIsle.<br /><br />There is not one moment in this film that rings true - not an honest line nor a single instant where one is moved. The Nicholas Cage character is so badly drawn that one feels not a smidgeon of compassion for him through all his tribulations. I have no doubt that I was seeing a suffering man up there but it was Nicholas Cage fully aware of the fact that he was in the worst movie of his entire career.",0
"This is a movie that should be seen by everyone if you want to see great acting. Mr. Torn and Ms Farrel do an outstanding job. I think they should have it on TV again so a new audience can enjoy it. Wonderful performances.<br /><br />It gives you a real feel of what the pioneers had to go through both physically and emotionally. Great unheard of movie.<br /><br />It was done when Ms. Farrel was very young. I had always thought of her as a comedian, but this certainly is not a comedy and she is just wonderful. There is very little dialogs, but that just make it seem more real. Mr. Torn as always is a great presence and just his breathing has great feeling. I must see movie.",1
"After hearing raves about this movie for years, I finally decided to rent it and watch. Let me start by saying that I'm glad that the rental was free from the local library. This move was slow, boring, unrealistic and the plot made no sense. After 2 hours, I was ready to nuke that backwater Texas town and put the group of those characters out of their misery. I realize that taste is subjective, but believe me, I just do not understand all of the hype that I have heard about this movie. Dallas provided as good a detail of the life in Texas as this movie. Rent it only if you want to understand how movie studios can pay enough money to reviewers to convince the general public that a bad movie is good.",0
I am so angry to the point i normally down make reviews with spoilers but in this case I'll make an exception.The first scenes of this movies are weak and then when they get to the meat and potatoes of the movie it sucks. This is one movie were i rooted for the bad guys because the captain-save-the-day was unbelievable and there was no connection to him or nothing to make you like him. The lead actor gave the weakest performance and Laurence Fishburne or Matt Dillon couldn't even save this movie. Sometime there are eye openers or great moments in a film that may not be that great..this movie has none. If you are looking for a movie to see in the meantime while nothing peeked your interest...don't choose this one..save your money.,0
"Abysmal with a capital ""A"". This has got to be one of, if not THE, unfunniest show on TV right now. I'm about as anti-bush as it gets, but this show doesn't even get a chuckle out of me. What you think of Bush as a president has absolutely NOTHING to do with whether or not you'll like this piece of crap show. The ""jokes"" are not funny at all. For example, in a scene when lil bush has his underwear on his head: ""Welcome to camp al-qa-eeda!"". There is NOTHING funny about that. Is it even supposed to be joke? The commercials that were shown in the weeks leading up to the show, hyping it up, were funnier than the show itself, and that's just sad. Hopefully this does not even get considered for a second season. It shouldn't even have had a first.",0
"Although critically maligned, Johnny Dangerously is one of the funniest movies I've ever seen. It's a movie that should be watched closely; some of the funny bits are done in passing and do not have the usual amount of attention drawn to them. For instance, keep an eye on Michael Keaton's use of the pricing gun at the pet store...and also on the documentary-style years that appear at the beginning of scenes. It's one of those rare movies where the humor hits you unexpectedly, even though you know it's a comedy. Amy Heckerling, the director, is really sharp here--If you enjoyed her better known films (Fast Times at Ridgemont High, Clueless, European Vacation, etc.,)you should give this one a look.<br /><br />Michael Keaton is extremely likable in the title role and the supporting cast (Griffin Dunne, Maureen Stapleton, Joe Piscopo, Peter Boyle) is excellent. Highly recommended.",1
"Watching this movie made me think constantly; why are they making such a problem out of some broken brakes? There are a million options to slow down the car! In the movie Speed the writers a least thought of a good reason why the car wasn't able to stop...<br /><br />There aren't many good things to say about this film; all the usual narrative cliche's make their appearance, the actors are very bad, the story is as leak as a sieve etc. That makes this movie a waste of time and money.<br /><br />",0
Excellent writing and wild cast. The tech is poor but it's obviously very low budget. Looks like they didn't cut the negative but had to release on a video output. In any case one of the most inventive comedies I've seen lately. The screenwriter in particular is fine.,1
"I was supposed to review this for a website, and I watched this with optimism that perhaps it would at least be a cheesy yet entertaining rip off, and it didn't even do that well enough.<br /><br />""666: The Child"" is probably one of the worst supernatural thrillers I've ever seen (Even worse than ""Godsend"") with scenes that rip from ""The Omen"" without shame. The ending is even very similar to the way ""The Omen"" ends. <br /><br />Not to mention that the acting, writing, and story are all just hackneyed. If these movies make money, I'm sad to see where Asylum is headed. It's embarrassing.",0
"Utterly tactical, strange (watch for the kinky moment of a drop-dead gorgeous blonde acting as pull-string doll for some rich folks), pointless but undoubtedly compelling late-night feature. This unhinged French production is a stew of perplexedly unfocused ideas and random plot illustrations centred on its very charismatic stars (if somewhat anti-heroes) Alain Delon and Charles Bronson. Really they don't get to do all that much, especially during the confined, lengthy mid-section where they hide themselves in a building during the Christmas break to crack a safe with 10,000 possible combinations. Oh fun! But this is when the odd, if intriguing relationship is formed between Delon and Bronson's characters. After a manipulative battle of wills (and childishly sly games against each other), the two come to an understanding that sees them honour each other's involvement and have a mutual respect. This would go on to play a further part in the twisty second half of the story with that undetectable curve-ball. Still their encounters early on suggest there's more, but what we get is vague and this is magnified by that 'What just happen there?' ending that might just make you jump. YEEEEAAAAAHHHHHHHHH! Glad to get that out of the system. <br /><br />The pacing is terribly slow, but placidly measured for it and this seems purposely done to exhaust with its edgy, nervous underlining tension. Watch as the same process is repeated over and over again, and you know something is not quite right and the scheming eventually comes into play. Now everything that does happen feels too spontaneous, but the climax payoff is haunting. The taut, complex script is probably a little too crafty for its own good, but there are some neat novelties (Coins, glass and liquids try not spilling) and visual symbolisms. Jean Herman's direction is efficiently sophisticated and low-key, but get a tad artificial and infuse an unwelcoming icy atmosphere. The sound FX features more as a potent note, than that of Francois DeRoubaix's funky score that's mainly kept under wrapped after its sizzling opening. Top drawers Delon (who's quite steely) and Bronson (a jovial turn) are solid, and work off each tremendously. Bernard Fresson chalks up the attitude as the Inspector who knows there's more going on than what is being led on. An attractive female cast features able support by Brigitte Fossey and Olga Georges-Picot. <br /><br />A cryptically directionless, but polished crime drama maintained by its two leads and some bizarre inclusions.",1
"I first saw APOCALYPSE NOW in 1985 when it was broadcast on British television for the first time . I was shell shocked after seeing this masterpiece and despite some close competition from the likes of FELLOWSHIP OF THE RING this movie still remains my all time favourite nearly 20 years after I first saw it <br /><br />This leads to the problem of how I can even begin to comment on the movie . I could praise the technical aspects especially the sound , editing and cinematography but everyone else seems to have praised ( Rightly too ) these achievements to high heaven while the performances in general and Robert Duvall in particular have also been noted , and everyone else has mentioned the stark imagery of the Dou Long bridge and the montage of the boat traveling upriver after passing through the border <br /><br />How about the script ? Francis Ford Coppola is best known as a director but he's everyway a genius as a screenwriter as he was as a director , I said "" was "" in the past tense because making this movie seems to have burned out every creative brain cell in his head , but his sacrifice was worth it . In John Milius original solo draft we have a script that's just as insane and disturbing as the one on screen , but Coppola's involvement in the screenplay has injected a narrative that exactly mirrors that of war . Check how the screenplay starts off all jingoistic and macho with a star turn by Bill Kilgore who wouldn't have looked out of place in THE GREEN BERETS but the more the story progresses the more shocking and insane everything becomes , so much so that by the time reaches Kurtz outpost the audience are watching another film in much the same way as the characters have sailed into another dimension . When Coppola states "" This movie isn't about Vietnam - It is Vietnam "" he's right . What started off as a patriotic war to defeat communist aggression in the mid 1960s had by the film's setting ( The Manson trial suggests it's 1970 ) had changed America's view of both the world and itself and of the world's view of America <br /><br />It's the insane beauty of APOCALYPSE NOW that makes it a masterwork of cinema and says more in its running time about the brutality of conflict and the hypocrisy of politicians ( What did you do in the Vietnam War Mr President ? ) than Michael Moore could hope to say in a lifetime . I've not seen the REDUX version but watching the original print I didn't feel there was anything missing from the story which like all truly great films is very basic . In fact the premise can lend itself to many other genres like a western where an army officer has to track down and kill a renegade colonel who's leading an injun war party , or a sci-fi movie where a UN assassin is to eliminate a fellow UN soldier who's leading a resistance movement on Mars , though this is probably down to Joseph Conrad's original source novel<br /><br />My all time favourite movie and it's very fitting that I chose this movie to be my one thousandth review at the IMDb",1
"This is of of Sammo's great early comedy films. This isn't a parody of enter the dragon, the main character (Sammo) is obsessed with Bruce Lee and emulates him freakishly well for a man of his size. Nominal story about how his fighting keeps causing his loved ones trouble - then fighting. Oh, the fighting. Good, fast-paced scenes with high impact (the white guy who plays a boxer looks like he really gets hurt by one of Sammo's kicks).<br /><br />The funniest bit of this movie was purely unintentional. There is a Jim Kelly looking guy (one of three experts hired to take out Sammo), but he was a Chinese guy in blackface with an afro-wig. Come on, didn't they have any real black people in Hong Kong in 1978? Well, I guess I've seen enough white fake-as-hell ""Chinese people"" in old American movies too.<br /><br />This is one is for any Sammo or Bruce Lee fan.",1
"Despite, or perhaps in part because of the clever use of music to underscore the motivations and ideologies of each of the major characters, stereotypes are in, and verisimilitude and characterization are out in this not-too-subtle cinematic screed.<br /><br />One gets the sense that John Singleton was dabbling in post-structuralist literary theory because it was the flavor of the day, and ""Higher Learning"" was the tendentious result. The low point of the movie is the ""peace"" rally, in which the symbols of the 1960s ""free love"" movement are reappropriated for what much more closely resembles a ""Take Back The Night"" rally with live, stridently identity-conscious musical acts in tow. Perhaps in his prim revisionism the director was trying to assert that identity politics is the new Vietnam? Ooh, how Adrienne Rich of himand Remy's firing into the crowd is a nice touch, if you're into Rich's sort of political posturing.<br /><br />I wish I could give this movie negative stars. I can recommend it only to those interested in the 1990s as history, a time when radical feminists brought the academic trinity of race, class, and gender to popular culture and declared man-hating ""a viable and honorable POLITICAL option"". Where's Camille Paglia when you need her?",0
How did they get that cinematic shot of the car colliding with the back end of the semi? And then Roy sits up -- great! Looks like the DVD is scheduled for May of 2006 - about time!! Watch this on a large screen or film revival in a theater if possible in order to fully appreciate the full aspect ratio. My other favorites in this category are: Original Italian Job with Michael Caine; Bullit with Steve McQueen; To Live and Die in LA with the CSI guy when he was young; French Connection with Gene Hackman; Ronin with Robert Deniro; Vanishing Point with Barry Newman; Enemy of the State with Hackman again -- What are your favorites?,1
"I've written at least a half dozen scathing reviews of this abysmal little flick and none get published, so I must opine that someone at imdb.com really likes this awful movie. The idea that a bunch of oilmen can resurrect a military tank that has set in the desert for over a decade, and make a fighting machine of it again is ludicrous. So is the acting and direction. Pass on it.",0
"The Book of Life was rather like a short snack, whetting the appetite for Hartley's next full length movie.<br /><br />This movie doesn't need to be seen on the big screen, watch it with a few friends who are Hal Hartley or Wayne Wang fans, or better still, try to convert some newbies.",1
"I went to see this movie simply to see what all the hype is about, and I was as disappointed as surprised about how it got 6(?) Oscars and 7.9 rating on IMDb as of today.<br /><br />Kathryn Bigelow should be the luckiest director ever to win the best picture and best direction Oscar for this sort of a really really bad movie and I wonder why? Did the totally unrealistic 'cowboy' bomb disposal-man storyline mean anything to somebody that I failed see? Why did I keep getting the mental image that this movie was a remake of some old bad Western movie about a cowboy doing 'brave deeds' in the Wild Wild West infected with 'evil' Red Indians; but just that it was set in a different background this time? Was it given the Oscars because the director being ex of James Cameron, and made it a nice underdog (gossipy) story for day time TV shows to munch on? Or was it some sort of Emperor's Clothes syndrome - where most people realized it was junk but just couldn't say so because others didn't seem to be saying it out aloud?<br /><br />And finally what was with that sniper scene where they showed the shell casing dropping in high-resolution-super-slow-mo as if to convey a 'deep message' or something? Something in the lines of 'EOD guys make good snipers all of a sudden and they will get the filthy terrorists all the time'? Was it just me who felt like there were so many bits and pieces here and there in the movie squeezed in for no apparent reason? And you can get the Oscars for editing and directing for that??<br /><br />If you haven't seen this yet, don't waste your money on tickets. Wait till they run it on TV in a few years. You are not going to miss much.",0
"During World War II, two Byelorussian (Soviet Russian) soldiers try to avoid being captured by occupying Nazis, as they trudge through snowy terrain, searching for food and safety. If you happen not to like black-and-white ""foreign"" films, you may still enjoy ""Voskhozhdeniye"" (retiled in English ""The Ascent""). Director Larisa Shepitko paces the film extraordinarily well, despite its being a largely introspective piece of work. Her untimely death, in a car accident, made this Ms. Shepitko's final film, unfortunately.<br /><br />After the opening mission is declared, there doesn't seem to be much that could happen in the snowy woods, but Shepitko and a changing setting make it unexpectedly exciting. Leading players Vladimir Gostyukhin (as the spiritually wounded ""Rybak"") and Boris Plotnikov (as the physically wounded 'Sotnikov"") successfully avoid being crushed by the ever increasing symbolism. Their allegorical performances, under Shepitko's sharp direction, provide a memorable and thought-provoking take on a familiar story.<br /><br />******** Voskhozhdeniye (4/2/77) Larisa Shepitko ~ Vladimir Gostyukhin, Boris Plotnikov, Lyudmila Polyakova, Anatoli Solonitsyn",1
"National Lampoon was once a funny magazine. Whether you liked the stoner hippie days of the late sixties or the smug and sassy coke-head days of the seventies (when the comedy was fortified with plenty of naked babes) depends very much on your date of birth, but everyone agrees that by the early eighties, middle age had killed off whichever remaining sparks of anarchic humour that the drugs hadn't, and offerings like this film and the increasingly terrible spin-off records shot further holes in the hull. Outside of a nicely illustrated title sequence, there's absolutely nothing to recommend this singularly depressing stinkbug. If you make it through the baffling opening segment, 'Growing Myself', hoping things will get better, tough luck - they don't. Whoever thought the idea of a woman being brutally raped with a stick of butter was comedy gold deserved to have his head handed back to him on a platter of dog mess. If there's ever a global shortage of guitar picks, the negatives of this rambling, incoherent ragbag of crummy ideas and dire performances may well serve some purpose.",0
"The Western can be divided into many sub-genres. One of the broadest divisions is that between Town Westerns and Plains Westerns. Most Westerns are a mix of both, but at one end of the spectrum you have pictures like High Noon and Rio Bravo that take place almost entirely in a settlement, seldom venturing out into the real outdoors. At the other end you have ones like Wagon Master, where there is barely a homestead on view amid the wilderness.<br /><br />Director John Ford normally thrived on the ""bit of both"" Westerns, shooting the interiors with an emphasis on their being small and confined, and then contrasting this with the wide open exteriors, which appeared both exciting and dangerous. Wagon Master has a typical Frank Nugent script, with some interplay between seasoned oldsters and green youngsters, but still it presents Ford with some fresh challenges. In this picture, the dangers do not come from the harshness of the landscape, they come from within the group in the form of the Cleggses. What's more, the absence of real interior scenes means the outdoors could lose its impact over time.<br /><br />However, Ford was a real maestro when it came to manipulating space. He shoots scenes of the camp or the wagons so the frame is surrounded and we get that same sense of enclosure as we would in a genuine interior. Also, compared to his other Westerns, he does not in fact open out the space too much, having the wagon trail wend its way through canyons and passes rather than cross the stark and empty plains. One of the few moments where he does throw the landscape wide open is when the Indians are spotted and there is the possibility of a threat from outside.<br /><br />Wagon Master features some surprisingly effective moments of comic relief, and some great contributions from the quirky cast. Harry Carey Jr. was shaping up into a fine actor like his pa, and this is one of his better early roles. Joanne Dru was disappointing in She Wore a Yellow Ribbon, but she appears more at ease as a character with a bit of sass, and is actually fairly good here. Jane Darwell, who won an Oscar in the John Ford-directed Grapes of Wrath a decade earlier, appears here with sole function of performing a running gag in which she sounds a feeble old horn. Still, with her great timing and movement she makes the piece work. Francis Ford, in one of the many mute drunkard roles he played in his little brother's pictures, is at his cheeky best.<br /><br />And now we come to lead man Ben Johnson. Although he was by no means a bad actor, he was never going to become a big star like John Wayne. And yet, with his effortless horsemanship and easygoing drawl, he was one of the most authentically ""West"" players around. And this brings me onto my final point. This was apparently one of Ford's personal favourites, despite it seeming fairly unassuming. Wagon Master has no grand theme or dramatic intensity, it is simply the genre playing itself out. I think this is what Ford loved about it. It's a picture for the Ben Johnsons and the Harry Carey Jrs, not the John Waynes or the Henry Fondas. Small in scope, but worthy in its class.",1
"this is a great film!!!<br /><br />I first saw this film when it came out. I just recently saw this film again and it still holds up to my memory of it. A lot of films we watched when we were younger don't seem to hold up when we watch them later in life. The film is actually a great 80's example of the type of films made then. Keaton is at his best, all the actors actually did a very good job and Ron Howard was very good at letting the story push the movie along instead forcing it. The pace of the film is fast with few slow spots and seeing the cars from the 80's is too funny. Being from the 80's I loved seeing the ugly pacer again. The film is a great film for any comedy lovers and 80's film lovers.",1
"A family (A teenage boy, his mother and a stepdad), sick of city life, decides to move to the mountains to get away from it all and have a fresh start. However, their idyll is shattered by three brothers and their domineering father, who don't take kindly to newcomers on their patch. While having objects thrown through their window and being threatened in the street is just the start, the youth decides to make things even worse by having a relationship with the terrible trio's sister. With the law unwilling to do anything about it and the violence escalating rapidly, the lad decides to take matters into his own hands..<br /><br />Veering wildly between hilarity and nastiness, this is one of the oddest exploitation movies ever made. At first, you can have a chuckle at some of the hammy acting and ludicrous dialogue given to the characters, especially the overwrought bad guys. But then, you get completely unnecessary scenes like a mother being raped while her son is forced to watch, or the thug's sister getting herself beaten up by her siblings for daring to sleep with our young hero. In fact, the whole view of women in the movie, which seems to be that they're pathetic creatures who scream a lot and can't defend themselves, is pretty despicable. But of course, there's the obligatory nude scene, which this time involves a young lady diving into a pool bra-less under a very thin T-shirt. Who cares about plot consistency when you have some willing young starlets ready to shed her togs. Right?!<br /><br />The climax centres on the teenager, who up until now hasn't been able to sneeze without jumping, suddenly morphing into a Rambo clone and blowing off his assailants left, right and centre to save his stepfather who is being held hostage by the gang. It's completely implausible but hey, so is everything else in this film.. so at least you can't accuse it of not being consistent. So, rather than attempting to find logic in a place where the word doesn't exist, check out the IMDb pages for Janet Laine Green, Dehl Berti, Stephen Hunter, Jonathan Crombie.. etc. Notice a pattern emerging here? Their careers all hit dead ends. Why? Sit through this, and all will become clear. Remember kids, if you want to get ahead in this business, hire a decent agent and ALWAYS read the scripts they offer you. Please.. 3/10",0
"I really liked BATMAN: DEAD END, I thought that it had a theatrical feel to it and that given a chance Collora could make a fine film. This trailer didn't quite give me the same impression. The story line, or potential story line, was quite good but due to the acting and special effects left me feeling like this would have made a good TV movie or television show.<br /><br />First, Michael O'Hearn is not that good a Superman. I actually thought he, in his brief appearance, made a decent Clark Kent. Sorry, I just don't think of SuperMan as being that buff. The suit Kent wore masked his size. Batman may have the body of a bodybuilder but not Superman. Supes is toned no doubt but not bulk. Anyway, I didn't care for all his posing and his transformation from Kent to Superman seemed cheezy. Now this may not be just O'Hearn's fault, Collora may have to take some of the credit for poor scripting and direction.<br /><br />Second, the special effects for flying were cheezy. Superman flies through the sky. If was obvious that this Superman flew close to the ground, with the telephone cables and buildings visible above him. I don't think there were any full body shots of Superman flying. Evidently the harness and rigging supporting O'Hearn must have been located on his lower torso.<br /><br />All in all it was a good trailer. I'd probably pay to see a film, if ever made, and would be sure to catch it on television. The story line, an alliance between Lexcorp and Wayne Industries, Superman jealous of Lois's attraction to Wayne, Lex and Twoface teaming to beat Superman and the joining of forces between Batman & Superman is a good one. I'm sure with a larger budget and approval for a full film Collora and company, even O'Hearn could deliver a decent film. Certainly one better than the most of the comic based crap coming out of Hollywood lately.",1
"As a fan of nearly any period drama, and at that a huge Jane Austen fan, I was horrified by this adaption. As a fan of the 1999 version of Mansfield Park, I was constantly comparing the two and this fell far short. It felt hugely rushed and very one-dimensional so that it became boring very quickly. There seemed to be no subtly to the relationships, particularly that of Fanny and Edmund, and little atmosphere despite being set in a beautiful location. Despite having looked forward to the Jane Austen season since Christmas I turned this off after an hour and went to bed. I will be interested to watch the adaptations of Persuasion and Northanger Abbey, of which I have no much-loved version, to see if they still manage to bore me in such a manner.",0
"This is a great film in many different ways...perhaps the most important is that it introduces Western audiences to the remarkable, tragic story of Aung San Suu Kyi and her fight for freedom and democracy. Wonderful acting, gorgeous cinematography, breathtaking action and suspense: ""Beyond Rangoon"" has everything. I've seen this movie several times over the last ten years and each time it means more to me. Not everyone will like it (hence the relatively low rating on IMDb), but that's because it is not conventional Hollywood dumbtainment; rather, it challenges the viewer on several levels. I've never watched it without sobbing at the end and promising to live a more meaningful life.",1
im sure he doesnt need the money for a life saving operation or transplant. in all honesty i think this review qualifies as a better movie than 'bulletproof'. thanks for listening.,0
"I have only seen the minimum wage episode yet i have no intention of watching the others, how can that be? Morgan starts theatrically complaining about his awful situation living on minimum wage right at the beginning of the episode and the complaining never stops. Ever. Luckily for the viewer, his skinny girlfriend is just as annoying as Morgan (if not even more annoying).<br /><br />And then to top it all, they go to the movies and buy bottled water for 2,50 and after that go to a restaurant to eat out all the while they naturally *drumroll* complain about being poor.<br /><br />I don't care if the other episodes may or may not be better than this. No one should be forced to watch this crap.",0
"I only heard about Driving Lessons through the ITV adverts, and to be honest, I didn't know how much I would like it. I switched on the TV last night and was totally surprised. Driving Lessons is a modest, simple film which draws you in right from the start. Rupert Grint plays the part of socially awkward teenager Ben brilliantly. He's definitely one to look out for in the future. Dame Eve Walton is played by the fabulous Julie Walters. I loved the simple plot and the way the actors portrayed their characters with great sensitivity. The highlight of the film, for me was Evie's rather colourful poem. It shows how friendships can form between the most unlikely pairs. In my opinion, watching Driving Lessons is a great way to spend 2 hours. The scenery was also striking, especially the countryside. Anyone who can call this sparkling comedy forgettable, I strongly disagree with",1
"Some people don't like Led Zeppelin, but luckily the number of people who versus the number of people who don't is WAY unbalanced. I am the proud converter of 2 or 3 Led Zeppelin fans and the only reason I was able to do this is because of this DVD.<br /><br />For one, how someone can listen to ""Stairway to Heaven"" or ""Immigrant Song"" without falling in love with Zeppelin is beyond me, but to play the guitar and not like Page... That is like being Christian and not liking Jesus. My friend was like ""Led Zeppelin sucks!"" and I was like, ""Oh yeah, watch this!"" After about 2 mins of watching Page pick through ""White Summer/Black Mountain Side"" he was glued to the screen and has never said a bad thing about Zeppelin since.<br /><br />Incase you haven't been following the running metaphor I am calling this DVD the Bible of Led Zeppelin. Held high by the followers and used as a converter for the unwashed heathens.<br /><br />Course there are some things missing like ""Over the Hills and Far Away,"" a good version of ""Immigrant Song"" and I really didn't need 2 version of ""Whole Lotta Love,"" but what the hell, I'll take 'em.<br /><br />Because there is nothing besides ""The Song Remains the Same"" to compare this too I gave it a 10 and even if there were more to compare it too I still would have given it a 10.",1
"I am a college student and I bought this movie at a used book store because it sounded really funny from the back description. Nothing would prepare me for what would be the FUNNIEST MOVIE EVER MADE!<br /><br />It is especially good to watch if you are an Atheist, like me. Because then you can see how silly these Christian people are. They seem to think non-believers like to live in really disgusting, messy houses and do nothing but drink beer and be mean to the neighbors. It's a LAUGH RIOT!<br /><br />My buddies and I watch it every couple of weeks so that we may be entertained beyond our wildest imaginations! See this movie NOW!<br /><br />Let's hope Rich Christiano makes some more of these movies to entertain us heathens!",1
